no,genre,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
231,Funk,4,0.697,0.818,11,-9.73,0,0.0467,0.0045,0.85,0.16,0.739,132.187,164021
232,Funk,4,0.829,0.861,0,-5.672,1,0.0797,0.134,0.00566,0.0908,0.727,124.201,291160
233,Funk,4,0.687,0.868,6,-6.798,0,0.0888,0.0627,0.00113,0.0833,0.801,102.121,199893
234,Funk,4,0.742,0.848,4,-6.336,0,0.0404,0.115,0,0.328,0.622,109.487,265872
235,Funk,4,0.748,0.646,10,-7.601,0,0.045,0.0608,0.0221,0.313,0.771,91.972,212027
236,Funk,4,0.603,0.887,1,-5.343,1,0.0664,0.44,0.496,0.0836,0.803,92.982,246413
237,Funk,4,0.837,0.899,7,-4.078,0,0.047,0.589,2.54E-06,0.0886,0.897,110.07,332206
238,Funk,4,0.75,0.457,8,-10.245,0,0.0665,0.093,0.118,0.054,0.613,76.005,276469
239,Funk,4,0.504,0.681,4,-8.776,0,0.113,0.138,0.000374,0.0966,0.632,116.552,256204
240,Funk,4,0.651,0.721,7,-6.229,0,0.0655,0.0294,0.0117,0.131,0.44,118.039,290261
241,Funk,4,0.58,0.816,11,-8.574,0,0.217,0.333,0.00933,0.132,0.765,202.324,178933
242,Funk,4,0.639,0.667,8,-3.725,1,0.046,0.0807,9.41E-05,0.0571,0.514,100.851,239720
243,Funk,4,0.724,0.695,11,-5.756,0,0.065,0.00602,0.0735,0.387,0.721,114.998,347237
244,Funk,4,0.822,0.803,11,-7.491,0,0.0617,0.000559,0.541,0.314,0.921,109.989,292000
245,Funk,4,0.668,0.82,2,-6.258,1,0.0351,0.00676,0.0141,0.0447,0.87,132.934,240173
246,Funk,4,0.787,0.823,5,-6.548,0,0.0662,0.106,2.14E-05,0.224,0.786,119.987,268000
247,Funk,4,0.695,0.937,6,-3.642,0,0.0733,0.00999,0.234,0.136,0.884,104.721,199560
248,Funk,4,0.649,0.874,5,-6.93,1,0.0793,0.0394,0.552,0.0936,0.776,169.905,350972
249,Funk,4,0.653,0.466,11,-9.789,1,0.0569,0.00362,1.27E-05,0.0806,0.844,120.688,230002
250,Funk,4,0.725,0.957,10,-5.931,1,0.0472,0.0126,0.0822,0.102,0.618,119.994,226345
251,Gospel,5,0.248,0.729,1,-4.707,0,0.0665,0.214,0,0.7,0.144,171.924,585080
252,Gospel,5,0.343,0.316,8,-10.43,1,0.0311,0.53,0,0.0784,0.0947,128.475,507893
253,Gospel,5,0.436,0.636,8,-5.065,1,0.0394,0.00914,0,0.137,0.272,93.594,506200
254,Gospel,5,0.293,0.46,7,-6.992,1,0.0335,0.14,0,0.0779,0.191,97.635,480547
255,Gospel,5,0.385,0.698,1,-6.893,1,0.0857,0.0686,2.93E-06,0.65,0.357,79.285,469631
256,Gospel,5,0.436,0.703,6,-6.403,1,0.0416,0.044,6.57E-06,0.195,0.263,125.992,458498
257,Gospel,5,0.557,0.746,8,-6.783,1,0.0306,0.0144,0,0.252,0.327,103.492,441547
258,Gospel,5,0.328,0.871,8,-4.596,1,0.123,0.0185,2.42E-06,0.922,0.271,167.021,434547
259,Gospel,5,0.214,0.487,1,-8.455,1,0.0479,0.451,1.62E-05,0.393,0.194,81.36,423107
260,Gospel,5,0.556,0.843,1,-7.324,1,0.0555,0.0146,1.53E-05,0.784,0.403,112.935,408814
261,Gospel,5,0.352,0.79,8,-4.27,1,0.0702,0.133,0,0.119,0.223,126.603,402844
262,Gospel,5,0.359,0.362,7,-7.414,1,0.0276,0.815,0,0.313,0.382,92.18,390387
263,Gospel,5,0.655,0.954,1,-3.813,1,0.0888,0.0601,0,0.326,0.612,127.988,384013
264,Gospel,5,0.5,0.602,9,-5.03,1,0.0286,0.081,0,0.34,0.24,116.136,383553
265,Gospel,5,0.642,0.97,0,-2.253,1,0.0678,0.00915,0,0.476,0.516,104.975,384093
266,Gospel,5,0.54,0.871,10,-5.268,1,0.0469,0.0111,6.63E-06,0.361,0.301,103.012,379563
267,Gospel,5,0.804,0.649,1,-4.429,1,0.0857,0.0859,0,0.112,0.906,91.067,378200
268,Gospel,5,0.447,0.635,0,-6.033,0,0.0445,0.514,0,0.684,0.237,119.285,376360
269,Gospel,5,0.329,0.557,6,-6.952,1,0.0433,0.0453,1.25E-05,0.166,0.218,90.022,366320
270,Gospel,5,0.263,0.587,6,-5.446,1,0.0588,0.134,0,0.0989,0.157,173.81,365191
271,Gospel,5,0.655,0.491,8,-6.982,1,0.21,0.603,0,0.49,0.835,178.062,345625
272,Gospel,5,0.325,0.583,3,-7.099,1,0.0371,0.446,8.19E-06,0.403,0.155,140.056,344019
273,Gospel,5,0.531,0.644,0,-6.676,1,0.0586,0.111,0,0.268,0.499,91.986,331596
274,Gospel,5,0.304,0.454,7,-8.535,1,0.0688,0.648,0,0.109,0.325,80.972,330360
275,Gospel,5,0.386,0.454,7,-7.676,1,0.0336,0.0742,0,0.114,0.0439,166.049,330361
276,Gospel,5,0.516,0.824,8,-4.926,1,0.234,0.429,0,0.302,0.519,171.936,328693
277,Gospel,5,0.45,0.709,1,-6.451,1,0.0651,0.101,1.60E-05,0.432,0.419,155.821,323878
278,Gospel,5,0.72,0.722,2,-4.462,0,0.192,0.182,0,0.254,0.293,102.132,320955
279,Gospel,5,0.486,0.563,0,-6.492,1,0.0334,0.135,0,0.332,0.323,105.371,318187
280,Gospel,5,0.5,0.583,6,-7.152,0,0.113,0.291,0,0.836,0.297,63.452,314787
281,Gospel,5,0.377,0.481,6,-8.371,1,0.0341,0.288,0,0.14,0.346,99.989,312255
282,Gospel,5,0.666,0.601,1,-9.292,1,0.0625,0.34,0,0.0721,0.715,87.054,311063
283,Gospel,5,0.745,0.753,1,-2.408,1,0.164,0.223,0,0.705,0.589,144.057,307973
284,Gospel,5,0.241,0.445,8,-10.443,1,0.0386,0.694,0,0.0842,0.205,78.448,306533
285,Gospel,5,0.313,0.843,5,-4.868,1,0.302,0.0208,0,0.465,0.351,160.275,306427
286,Gospel,5,0.135,0.372,4,-8.236,1,0.0363,0.0553,3.67E-06,0.0927,0.0393,80.906,305385
287,Gospel,5,0.424,0.679,2,-7.565,1,0.111,0.0355,0.00154,0.0848,0.362,179.641,300947
288,Gospel,5,0.654,0.871,7,-5.956,0,0.1,0.184,0,0.0937,0.533,94.972,299013
289,Gospel,5,0.584,0.927,10,-4.563,1,0.139,0.0161,0.00047,0.447,0.642,95.408,297653
290,Gospel,5,0.732,0.351,8,-8.916,1,0.0429,0.28,0,0.5,0.415,115.877,297960
291,Gospel,5,0.344,0.822,6,-4.915,1,0.243,0.0249,0,0.117,0.413,89.409,295213
292,Gospel,5,0.332,0.612,7,-4.897,0,0.126,0.127,0,0.169,0.171,192.174,292790
293,Gospel,5,0.55,0.537,7,-9.271,1,0.138,0.254,0,0.112,0.219,90.151,290213
294,Gospel,5,0.461,0.413,6,-6.914,1,0.0327,0.197,2.25E-06,0.312,0.351,115.568,287573
295,Gospel,5,0.627,0.579,10,-6.538,1,0.0261,0.147,0,0.109,0.214,99.029,287582
296,Gospel,5,0.28,0.581,2,-4.831,1,0.0387,0.608,0,0.232,0.327,148.274,287674
297,Gospel,5,0.304,0.389,7,-7.066,1,0.031,0.895,0.000114,0.161,0.171,144.77,288000
298,Gospel,5,0.48,0.731,8,-5.918,1,0.0965,0.362,0.000309,0.201,0.432,140.028,283587
299,Gospel,5,0.286,0.761,5,-4.793,1,0.108,0.308,0,0.355,0.329,159.16,282827
300,Gospel,5,0.671,0.423,0,-9.992,0,0.0749,0.185,0.000255,0.0987,0.409,155.941,275583
301,Hip Hop,6,0.859,0.75,8,-8.325,0,0.303,0.0193,0,0.0538,0.857,98.691,345717
302,Hip Hop,6,0.785,0.479,3,-10.247,1,0.362,0.0417,3.50E-05,0.334,0.727,87.691,339893
303,Hip Hop,6,0.894,0.698,6,-8.264,0,0.275,0.0279,3.56E-06,0.329,0.695,98.104,336917
304,Hip Hop,6,0.724,0.853,11,-3.895,0,0.283,0.0164,0,0.65,0.775,170.51,332733
305,Hip Hop,6,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507
306,Hip Hop,6,0.777,0.957,11,-3.201,0,0.319,0.179,0,0.296,0.543,105.756,313053
307,Hip Hop,6,0.886,0.512,10,-11.825,0,0.237,0.207,0,0.0991,0.454,93.997,308733
308,Hip Hop,6,0.873,0.719,1,-5.948,1,0.248,0.03,0,0.333,0.858,93.281,307773
309,Hip Hop,6,0.803,0.784,11,-5.97,0,0.198,0.0012,0.000161,0.0794,0.801,90.185,296907
310,Hip Hop,6,0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,293973
311,Hip Hop,6,0.678,0.794,10,-6.186,0,0.14,0.274,1.68E-06,0.124,0.54,87.374,290573
312,Hip Hop,6,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387
313,Hip Hop,6,0.875,0.658,0,-3.641,1,0.359,0.275,0,0.122,0.661,92.039,274093
314,Hip Hop,6,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587
315,Hip Hop,6,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,260640
316,Hip Hop,6,0.811,0.512,8,-7.455,1,0.316,0.354,0,0.102,0.752,139.918,260875
317,Hip Hop,6,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000
318,Hip Hop,6,0.834,0.878,8,-9.484,1,0.15,0.0461,0,0.334,0.418,102.848,258688
319,Hip Hop,6,0.6,0.706,10,-7.899,0,0.361,0.209,0,0.125,0.58,173.926,253533
320,Hip Hop,6,0.479,0.549,11,-10.551,0,0.373,0.57,0.0239,0.127,0.576,180.985,252187
321,Hip Hop,6,0.849,0.521,11,-12.999,0,0.216,0.304,1.65E-06,0.115,0.763,95.265,248867
322,Hip Hop,6,0.658,0.922,7,-1.864,1,0.101,0.0704,0,0.362,0.527,136.04,248137
323,Hip Hop,6,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98E-05,0.515,0.692,96.814,246320
324,Hip Hop,6,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,245387
325,Hip Hop,6,0.508,0.476,6,-13.277,0,0.124,0.181,2.65E-06,0.0849,0.283,149.88,243748
326,Hip Hop,6,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,240693
327,Hip Hop,6,0.817,0.873,1,-4.221,1,0.121,0.0325,7.72E-06,0.129,0.76,116.016,234052
328,Hip Hop,6,0.805,0.764,10,-4.176,0,0.0664,0.035,0.00666,0.0489,0.124,144.077,230000
329,Hip Hop,6,0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,227478
330,Hip Hop,6,0.816,0.579,1,-6.097,1,0.0867,0.203,0,0.127,0.43,120.078,226314
331,Hip Hop,6,0.813,0.703,11,-5.077,0,0.268,0.125,1.26E-06,0.237,0.241,94.828,224533
332,Hip Hop,6,0.835,0.564,1,-5.39,1,0.065,0.168,0,0.103,0.228,140.02,222929
333,Hip Hop,6,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,222293
334,Hip Hop,6,0.735,0.449,10,-7.507,1,0.347,0.629,0,0.113,0.0397,122.947,220488
335,Hip Hop,6,0.875,0.745,1,-5.878,1,0.269,0.0227,2.37E-06,0.287,0.749,95.201,217440
336,Hip Hop,6,0.826,0.566,10,-10.747,0,0.31,0.197,0,0.356,0.653,99.13,216133
337,Hip Hop,6,0.956,0.668,1,-5.365,1,0.362,0.00975,0,0.113,0.481,127.927,211677
338,Hip Hop,6,0.84,0.227,2,-15.351,1,0.0742,0.763,2.62E-05,0.0911,0.409,119.989,211984
339,Hip Hop,6,0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,211493
340,Hip Hop,6,0.897,0.612,11,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,102.305,208267
341,Hip Hop,6,0.358,0.913,2,-3.477,1,0.218,0.0881,0.392,0.287,0.577,75.01,206400
342,Hip Hop,6,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,205427
343,Hip Hop,6,0.786,0.733,6,-4.961,0,0.127,0.0257,0,0.143,0.358,101.046,202653
344,Hip Hop,6,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,200107
345,Hip Hop,6,0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115,197760
346,Hip Hop,6,0.809,0.741,5,-8.45,1,0.186,0.448,2.38E-06,0.147,0.866,160.038,198118
347,Hip Hop,6,0.81,0.71,7,-8.436,1,0.193,0.000812,0.0857,0.357,0.743,166.987,197400
348,Hip Hop,6,0.542,0.674,6,-4.169,1,0.21,0.0588,0,0.0955,0.667,76.388,196760
349,Hip Hop,6,0.699,0.651,5,-8.35,1,0.105,0.343,0.000635,0.115,0.347,96.041,194928
350,Hip Hop,6,0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,193027
351,Jazz,7,0.372,0.168,5,-22.966,1,0.0319,0.738,0.729,0.0917,0.195,96.074,465133
352,Jazz,7,0.423,0.22,0,-13.499,0,0.0298,0.949,0.854,0.12,0.152,107.595,438625
353,Jazz,7,0.76,0.462,9,-11.571,1,0.0355,0.333,0.727,0.0997,0.842,109.998,423320
354,Jazz,7,0.515,0.184,0,-16.969,1,0.0426,0.858,0.18,0.12,0.218,122.744,381051
355,Jazz,7,0.576,0.328,5,-10.995,1,0.0367,0.95,0.795,0.106,0.231,117.239,377500
356,Jazz,7,0.518,0.0493,9,-26.565,0,0.0346,0.9,0.879,0.349,0.16,61.908,375094
357,Jazz,7,0.403,0.13,2,-14.665,1,0.0374,0.969,0.804,0.125,0.0904,137.726,365880
358,Jazz,7,0.731,0.752,2,-7.899,1,0.0356,0.0713,0.892,0.278,0.667,123.972,359302
359,Jazz,7,0.794,0.674,1,-11.176,1,0.0494,0.0677,0.000199,0.0749,0.742,120.013,356000
360,Jazz,7,0.559,0.2,0,-17.49,0,0.0372,0.945,0.505,0.121,0.305,124.408,352250
361,Jazz,7,0.397,0.217,7,-16.94,0,0.03,0.905,0.23,0.083,0.169,61.49,343750
362,Jazz,7,0.681,0.557,2,-7.666,1,0.0417,0.565,0.692,0.0839,0.57,87.906,341796
363,Jazz,7,0.484,0.17,0,-15.033,0,0.0358,0.927,0.911,0.112,0.164,107.194,337986
364,Jazz,7,0.466,0.485,4,-11.151,0,0.056,0.531,0.744,0.175,0.736,84.282,332000
365,Jazz,7,0.518,0.128,0,-17.5,1,0.0335,0.939,0.912,0.115,0.118,115.794,318879
366,Jazz,7,0.805,0.395,5,-9.609,0,0.0626,0.58,0.914,0.187,0.437,154.119,317413
367,Jazz,7,0.373,0.183,5,-18.031,0,0.0356,0.922,0.8,0.0934,0.144,185.057,316098
368,Jazz,7,0.487,0.12,10,-20.964,1,0.04,0.892,0.853,0.0996,0.131,56.822,314763
369,Jazz,7,0.633,0.405,5,-13.289,1,0.0347,0.673,0.898,0.087,0.388,81.998,311800
370,Jazz,7,0.769,0.752,11,-6.095,0,0.0521,0.00385,0.866,0.175,0.622,115.991,306734
371,Jazz,7,0.763,0.592,10,-8.987,1,0.0313,0.325,0.862,0.0815,0.675,121.065,304357
372,Jazz,7,0.445,0.144,1,-17.051,1,0.0367,0.929,0.664,0.164,0.206,138.898,304293
373,Jazz,7,0.659,0.695,11,-9.208,0,0.0613,0.383,0.915,0.354,0.685,74.984,303067
374,Jazz,7,0.386,0.106,0,-19.209,0,0.0308,0.977,0.941,0.121,0.16,101.784,301500
375,Jazz,7,0.431,0.174,0,-19.689,1,0.0373,0.936,0.897,0.109,0.108,107.63,301595
376,Jazz,7,0.73,0.649,3,-9.818,0,0.0554,0.547,0.481,0.0722,0.666,103.015,285171
377,Jazz,7,0.523,0.619,8,-6.097,1,0.0267,0.252,0.791,0.172,0.336,80.013,282533
378,Jazz,7,0.661,0.739,5,-7.38,0,0.0688,0.0816,0.0532,0.0932,0.485,104.175,281747
379,Jazz,7,0.493,0.297,4,-18.663,0,0.0335,0.892,0.964,0.11,0.525,125.543,279000
380,Jazz,7,0.783,0.62,5,-8.4,0,0.0318,0.444,2.85E-06,0.0909,0.419,134.054,273282
381,Jazz,7,0.7,0.912,11,-6.592,0,0.0472,0.115,0.93,0.0947,0.807,99.998,272400
382,Jazz,7,0.398,0.577,7,-6.091,0,0.238,0.237,0.000145,0.0662,0.652,198.743,271189
383,Jazz,7,0.53,0.718,7,-7.472,0,0.0382,0.0629,0.0391,0.0779,0.479,89.848,267914
384,Jazz,7,0.339,0.617,7,-9.396,0,0.0312,0.893,0.933,0.0857,0.726,91.328,264187
385,Jazz,7,0.702,0.903,1,-3.538,1,0.0301,0.0945,0.0531,0.0358,0.96,98.03,263347
386,Jazz,7,0.668,0.727,2,-6.402,0,0.0261,0.0118,0.472,0.0379,0.9,116,262093
387,Jazz,7,0.744,0.562,5,-8.709,0,0.0336,0.0904,0.883,0.0848,0.714,113.066,261401
388,Jazz,7,0.773,0.834,1,-5.045,1,0.0608,0.149,0.73,0.0959,0.96,111.025,260693
389,Jazz,7,0.651,0.658,4,-9.399,0,0.0364,0.0251,0.00432,0.131,0.699,92.992,257750
390,Jazz,7,0.652,0.809,5,-7.697,0,0.0415,0.0571,0.628,0.21,0.669,108.03,257933
391,Jazz,7,0.446,0.188,7,-17.215,0,0.0303,0.786,0.0916,0.104,0.0988,107.147,258227
392,Jazz,7,0.869,0.689,11,-7.07,0,0.0417,0.194,0.937,0.0857,0.955,113.983,257853
393,Jazz,7,0.576,0.663,5,-7.016,0,0.0356,0.0848,0.403,0.0587,0.554,90.943,257368
394,Jazz,7,0.767,0.705,5,-6.233,0,0.0508,0.402,0.145,0.0501,0.728,81.974,253577
395,Jazz,7,0.653,0.79,5,-5.759,0,0.0341,0.0163,0.0923,0.206,0.606,92.011,252757
396,Jazz,7,0.819,0.841,5,-5.55,1,0.0291,0.133,0.805,0.045,0.653,112.024,253134
397,Jazz,7,0.653,0.575,4,-11.413,0,0.061,0.0915,0.328,0.0935,0.499,99.995,250691
398,Jazz,7,0.408,0.819,3,-5.296,0,0.16,0.321,0.8,0.0704,0.741,200.248,251451
399,Jazz,7,0.764,0.684,10,-9.697,0,0.0297,0.462,0.932,0.339,0.815,108.017,249640
400,Jazz,7,0.411,0.449,9,-15.659,0,0.0318,0.548,0.609,0.0814,0.579,144,250000
401,Metal,8,0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,284120
402,Metal,8,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,515387
403,Metal,8,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120
404,Metal,8,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733
405,Metal,8,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613
406,Metal,8,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533
407,Metal,8,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267
408,Metal,8,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89E-06,0.106,0.941,89.954,279213
409,Metal,8,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,166920
410,Metal,8,0.556,0.981,1,-2.688,0,0.128,0.00662,0,0.218,0.716,101.423,255467
411,Metal,8,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,365827
412,Metal,8,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44E-06,0.886,0.348,134.724,278600
413,Metal,8,0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,264800
414,Metal,8,0.398,0.939,9,-2.865,0,0.0648,0.00591,0.000881,0.357,0.235,92.027,342821
415,Metal,8,0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,422933
416,Metal,8,0.453,0.906,9,-4.001,1,0.115,0.361,0.000569,0.26,0.473,137.575,296200
417,Metal,8,0.404,0.969,8,-2.938,1,0.195,8.51E-05,0.0114,0.268,0.29,173.878,245227
418,Metal,8,0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,230127
419,Metal,8,0.148,0.908,9,-7.336,1,0.117,4.66E-06,0.614,0.0723,0.0707,93.888,243360
420,Metal,8,0.372,0.888,2,-5.88,1,0.0943,0.000211,0.00442,0.115,0.555,141.374,305293
421,Metal,8,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440
422,Metal,8,0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,300093
423,Metal,8,0.322,0.932,4,-4.252,0,0.163,8.57E-05,0.817,0.0969,0.376,138.042,244160
424,Metal,8,0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,212253
425,Metal,8,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774
426,Metal,8,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573
427,Metal,8,0.402,0.994,8,-7.338,0,0.0623,3.79E-05,0.0934,0.145,0.247,104.111,199867
428,Metal,8,0.311,0.658,6,-13.529,1,0.0406,0.0706,0.104,0.093,0.353,151.813,314720
429,Metal,8,0.302,0.805,6,-11.395,0,0.0967,0.000849,4.19E-06,0.151,0.578,112.766,275387
430,Metal,8,0.508,0.912,9,-8.049,0,0.0368,7.06E-05,0.403,0.0492,0.682,117.582,252693
431,Metal,8,0.475,0.953,2,-6.95,1,0.147,0.000288,0.00337,0.104,0.224,118.033,199227
432,Metal,8,0.547,0.963,4,-2.337,0,0.0744,0.000443,0.0251,0.353,0.441,130.061,268587
433,Metal,8,0.278,0.985,11,-1.934,1,0.129,0.000234,0.000235,0.104,0.342,104.803,277800
434,Metal,8,0.462,0.996,11,-2.973,0,0.231,5.80E-05,0.00377,0.139,0.145,122.072,215600
435,Metal,8,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,260773
436,Metal,8,0.451,0.993,1,-4.143,1,0.185,0.000562,0.00479,0.152,0.14,100.827,254000
437,Metal,8,0.517,0.95,9,-7.177,0,0.0437,7.76E-05,0.888,0.338,0.586,132.02,284720
438,Metal,8,0.374,0.945,7,-4.949,1,0.0946,0.00097,0,0.0746,0.226,146.626,292747
439,Metal,8,0.515,0.913,1,-4.549,0,0.03,2.56E-05,0.145,0.0687,0.49,95.006,264385
440,Metal,8,0.508,0.613,8,-4.788,0,0.0283,0.352,1.10E-05,0.155,0.23,139.701,320467
441,Metal,8,0.466,0.361,2,-11.991,0,0.0308,0.0282,0,0.155,0.543,125.108,199213
442,Metal,8,0.249,0.792,4,-6.456,0,0.047,0.0261,0.0336,0.149,0.415,177.899,435453
443,Metal,8,0.421,0.976,4,-4.961,0,0.148,0.000694,2.12E-06,0.106,0.284,101.701,276613
444,Metal,8,0.183,0.752,1,-8.803,0,0.141,0.0147,0.00544,0.43,0.158,135.202,462507
445,Metal,8,0.416,0.938,2,-14.079,1,0.083,8.44E-05,0.32,0.339,0.123,140.089,228667
446,Metal,8,0.496,0.62,4,-7.458,0,0.0265,0.00386,1.47E-06,0.114,0.279,140.06,384013
447,Metal,8,0.484,0.941,7,-4.594,0,0.0753,0.000615,9.06E-05,0.276,0.2,122.012,306047
448,Metal,8,0.534,0.929,1,-3.609,1,0.047,0.000206,5.58E-05,0.036,0.447,122.733,266240
449,Metal,8,0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,315177
450,Metal,8,0.288,0.974,9,-3.583,0,0.167,0.0003,0.0241,0.0816,0.117,180.019,406933
451,Pop,9,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,228482
452,Pop,9,0.715,0.827,4,-5.09,0,0.0617,0.0485,3.61E-05,0.321,0.75,117.977,185277
453,Pop,9,0.486,0.567,1,-6.456,1,0.0379,0.31,0,0.0949,0.154,93.68,211254
454,Pop,9,0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169,232253
455,Pop,9,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382
456,Pop,9,0.827,0.794,9,-5.445,1,0.0754,0.00696,0,0.116,0.377,113.008,180960
457,Pop,9,0.499,0.898,8,-4.181,0,0.124,0.124,7.20E-06,0.0832,0.618,120.04,207668
458,Pop,9,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,171360
459,Pop,9,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,212867
460,Pop,9,0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,174800
461,Pop,9,0.676,0.506,9,-6.652,0,0.0958,0.345,0,0.118,0.497,145.842,208520
462,Pop,9,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027
463,Pop,9,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800
464,Pop,9,0.612,0.539,3,-5.071,1,0.0488,0.104,0,0.18,0.294,79.948,186480
