no,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1,0,0.598,0.735,1,0.745268474,1,0.0973,0.44,0.000215,0.681,0.615,0.513691791,1
2,0,0.692,0.493,1,0.777698033,0,0.0325,0.0934,0.00166,0.128,0.28,0.400510322,1
3,0,0.821,0.376,0,0.672434875,1,0.0487,0.669,1.39E-05,0.106,0.824,0.550255623,1
4,0,0.661,0.342,1,0.599627858,0,0.043,0.844,0.000128,0.26,0.588,0.675427811,1
5,0,0.542,0.588,1,0.788171186,1,0.0665,0.67,0.158,0.241,0.881,0.526722568,1
6,0,0.745,0.436,1,0.778894205,0,0.043,0.597,0.0213,0.61,0.771,0.527961393,1
7,0,0.294,0.736,1,0.822913344,0,0.151,0.282,0.0418,0.102,0.753,0.964138785,1
8,0,0.541,0.283,0,0.671451356,1,0.0527,0.805,0.0367,0.0736,0.564,0.35513604,1
9,0,0.596,0.545,1,0.797607656,0,0.064,0.456,5.53E-05,0.329,0.718,0.679287583,1
10,0,0.353,0.921,1,0.88460925,1,0.0758,0.0488,0.065,0.314,0.526,0.672982518,1
11,0,0.513,0.546,0,0.617942584,1,0.0391,0.333,0,0.17,0.834,0.39534701,1
12,0,0.565,0.526,0,0.73277512,1,0.0365,0.0339,0.000119,0.11,0.637,0.776281121,1
13,0,0.676,0.334,1,0.753508772,1,0.0508,0.862,0,0.32,0.867,0.730352141,1
14,0,0.675,0.311,1,0.716640085,1,0.0525,0.93,0.000261,0.102,0.638,0.449115719,1
15,0,0.629,0.0192,1,0.504173312,1,0.0833,0.989,4.30E-05,0.106,0.335,0.782373552,1
16,0,0.256,0.423,1,0.715709729,1,0.035,0.000788,0.402,0.25,0.441,0.800937439,1
17,0,0.606,0.301,0,0.731446039,1,0.0423,0.545,0.00194,0.0419,0.457,0.4667736,1
18,0,0.613,0.934,0,0.935885167,1,0.0342,0.0406,0.000313,0.0882,0.776,0.495867501,1
19,0,0.582,0.302,1,0.725544923,1,0.0353,0.947,0.0107,0.0931,0.642,0.435844574,1
20,0,0.678,0.612,1,0.774986709,1,0.0339,0.101,0.318,0.164,0.857,0.54721403,1
21,0,0.797,0.431,0,0.597076023,1,0.0625,0.414,0.0359,0.138,0.809,0.507978404,1
22,0,0.633,0.625,0,0.743434343,1,0.0436,0.492,0.000418,0.204,0.841,0.477756617,1
23,0,0.678,0.551,1,0.839633174,1,0.0261,0.266,0.00322,0.254,0.767,0.451926188,1
24,0,0.393,0.358,1,0.779399256,0,0.0471,0.33,0.0313,0.12,0.598,0.832393429,1
25,0,0.803,0.288,1,0.624694312,0,0.0629,0.865,0.0593,0.0833,0.865,0.534751819,1
26,0,0.673,0.481,1,0.771903243,1,0.0488,0.0764,4.00E-05,0.127,0.767,0.541232539,1
27,0,0.277,0.479,1,0.809037746,0,0.0495,0.585,0.0224,0.16,0.483,0.249174887,1
28,0,0.433,0.7,1,0.816640085,1,0.163,0.843,0.324,0.102,0.8,0.372678358,1
29,0,0.656,0.551,1,0.658639022,1,0.0889,0.171,0.000155,0.0676,0.773,0.580856453,1
30,0,0.462,0.796,1,0.869670388,1,0.0322,0.384,0,0.296,0.824,0.943115738,1
31,0,0.425,0.781,1,0.924906964,1,0.0645,0.622,0.000648,0.154,0.862,0.915334621,1
32,0,0.633,0.553,1,0.808984583,1,0.0603,0.871,0.00266,0.0555,0.846,0.73552932,1
33,0,0.469,0.236,1,0.583147262,1,0.0364,0.407,0.0434,0.215,0.415,0.380115932,1
34,0,0.517,0.607,1,0.929479001,1,0.0363,0.97,0.0324,0.264,0.556,0.403163627,1
35,0,0.697,0.637,1,0.724269006,0,0.0376,0.482,5.13E-05,0.257,0.807,0.47386911,1
36,0,0.73,0.235,0,0.6284689,1,0.0355,0.527,0.0112,0.0663,0.624,0.403200606,1
37,0,0.746,0.56,1,0.641414141,1,0.0565,0.494,0,0.316,0.854,0.576331044,1
38,0,0.333,0.603,0,0.812865497,1,0.176,0.331,0.0268,0.982,0.525,0.960551739,1
39,0,0.705,0.483,1,0.709994684,1,0.0542,0.15,0.0265,0.202,0.713,0.567931994,1
40,0,0.657,0.642,1,0.689500266,1,0.085,0.926,0.0165,0.12,0.737,0.510983017,1
41,0,0.642,0.599,1,0.64287613,0,0.277,0.0146,0.00238,0.164,0.889,0.720644929,1
42,0,0.321,0.625,1,0.895800106,0,0.0302,0.491,5.08E-05,0.345,0.777,0.496167963,1
43,0,0.6,0.496,1,0.781020734,1,0.062,0.759,0,0.0564,0.621,0.529047676,1
44,0,0.57,0.241,1,0.711881978,1,0.0473,0.948,0.0224,0.111,0.543,0.533212532,1
45,0,0.477,0.433,1,0.862466773,0,0.0247,0.689,0.000195,0.151,0.611,0.381447207,1
46,0,0.444,0.331,1,0.62764487,0,0.225,0.931,0.00253,0.0695,0.876,0.375137519,1
47,0,0.775,0.499,1,0.843646996,1,0.0415,0.496,0.0219,0.114,0.862,0.559579169,1
48,0,0.64,0.496,1,0.738835726,1,0.0413,0.616,4.63E-05,0.183,0.954,0.539129309,1
49,0,0.629,0.275,1,0.567437533,1,0.0606,0.889,0.00747,0.107,0.666,0.378951066,1
50,0,0.542,0.941,1,0.975385433,1,0.0621,0.052,0.000191,0.056,0.445,0.380758457,1
51,1,0.148,0.0441,1,0.370653907,0,0.0418,0.971,0.878,0.0672,0.0883,0.349066721,1
52,1,0.197,0.133,1,0.389978735,1,0.0484,0.863,0.812,0.156,0.0389,0.580962771,1
53,1,0.233,0.0252,1,0.37466773,1,0.0346,0.975,0.601,0.143,0.0936,0.437915446,1
54,1,0.255,0.108,1,0.425252525,0,0.0473,0.845,0.0121,0.152,0.108,0.477419176,1
55,1,0.386,0.325,1,0.657522594,0,0.0427,0.923,0.904,0.105,0.224,0.719230449,1
56,1,0.0903,0.083,1,0.469909623,0,0.0387,0.958,0.863,0.0883,0.032,0.394958721,1
57,1,0.156,0.0335,0,0.351807549,0,0.0411,0.939,0.789,0.124,0.0359,0.310616916,1
58,1,0.368,0.0224,1,0.203561935,1,0.0364,0.994,0.918,0.129,0.247,0.453548679,1
59,1,0.087,0.0507,1,0.235353535,1,0.0432,0.21,0.419,0.106,0.0393,0.389781542,1
60,1,0.165,0.0519,1,0.357416268,1,0.0512,0.981,5.10E-05,0.103,0.0398,0.355427256,1
61,1,0.0698,0.00405,1,0,0,0.0383,0.851,0.418,0.153,0.0356,0.34476319,1
62,1,0.226,0.0701,1,0.485140883,1,0.0361,0.929,0.782,0.123,0.15,0.815137704,1
63,1,0.491,0.464,1,0.689659755,1,0.0505,0.766,0.925,0.309,0.187,0.377111319,1
64,1,0.343,0.0209,1,0.316427432,1,0.0398,0.987,0.922,0.126,0.0393,0.578928878,1
65,1,0.208,0.0728,0,0.456751728,1,0.0385,0.921,0.783,0.182,0.0466,0.383541191,1
66,1,0.396,0.126,1,0.422860181,1,0.0465,0.945,0.46,0.158,0.11,0.452138822,1
67,1,0.149,0.0511,1,0.359409888,0,0.0442,0.959,0.784,0.125,0.0537,0.376371722,1
68,1,0.39,0.0432,1,0.387426901,1,0.0506,0.723,0.000303,0.108,0.326,0.681520242,1
69,1,0.441,0.319,1,0.662652844,1,0.0392,0.829,0,0.0765,0.671,0.459562528,1
70,1,0.248,0.298,0,0.618234981,0,0.0395,0.957,0.9,0.0943,0.157,0.452323722,1
71,1,0.18,0.0951,1,0.390510367,0,0.048,0.97,0.911,0.11,0.0527,0.349769338,1
72,1,0,0.0842,1,0.518926103,1,0,0.755,0.889,0.262,0,0,1
73,1,0.442,0.181,1,0.491759702,0,0.0443,0.906,0.656,0.0598,0.172,0.535671693,1
74,1,0.19,0.0266,0,0.344816587,0,0.0428,0.992,0.868,0.062,0.0574,0.565574528,1
75,1,0.15,0.128,1,0.490669856,1,0.0459,0.944,0.93,0.0703,0.113,0.216198101,1
76,1,0.281,0.113,1,0.593062201,1,0.0586,0.99,1.90E-06,0.101,0.232,0.377573567,1
77,1,0.0802,0.00652,1,0.095295056,1,0.0446,0.976,0.166,0.12,0.0377,0.379547367,1
78,1,0.333,0.125,0,0.520467836,1,0.0337,0.72,0.456,0.0902,0.203,0.523362024,1
79,1,0.278,0.373,0,0.604572036,1,0.0446,0.748,0.251,0.19,0.284,0.373441068,1
80,1,0.296,0.252,1,0.54122807,0,0.0451,0.906,0.886,0.106,0.3,0.41572291,1
81,1,0.138,0.111,1,0.548830409,1,0.0451,0.976,0.59,0.0862,0.0388,0.371948006,1
82,1,0.14,0.0347,1,0.371717172,0,0.0414,0.848,0.175,0.0888,0.0378,0.384068154,1
83,1,0.388,0.276,1,0.635486443,0,0.0277,0.933,0.334,0.111,0.427,0.449952388,1
84,1,0.368,0.242,0,0.570334928,0,0.0382,0.96,0.804,0.109,0.177,0.406588886,1
85,1,0.209,0.101,0,0.519298246,1,0.0403,0.927,0.9,0.0776,0.153,0.396844694,1
86,1,0.266,0.181,1,0.458187135,0,0.0418,0.98,0.837,0.135,0.0753,0.628010391,1
87,1,0.5,0.0104,1,0.323099415,1,0.0622,0.996,0.949,0.0573,0.133,0.530476023,1
88,1,0.251,0.219,1,0.588463583,1,0.0323,0.929,0.933,0.0824,0.0965,0.416009504,1
89,1,0.184,0.00527,1,0.043992557,0,0.0432,0.995,0.887,0.173,0.151,0.788650882,1
90,1,0.205,0.00644,1,0.014274322,0,0.0604,0.995,0.872,0.115,0.147,0.75409783,1
91,1,0.199,0.0677,0,0.479532164,1,0.039,0.786,0.738,0.225,0.145,0.364556658,1
92,1,0.225,0.0392,1,0.177618288,1,0.0413,0.921,0.2,0.127,0.0705,0.398633594,1
93,1,0.427,0.0067,1,0.111057948,1,0.0587,0.996,0.931,0.0748,0.0397,0.386328548,1
94,1,0.137,0.078,1,0.332323232,1,0.0407,0.992,0.0039,0.0864,0.0441,0.462091026,1
95,1,0.128,0.132,1,0.564832536,1,0.0353,0.744,0.942,0.107,0.0988,0.394362421,1
96,1,0.522,0.0308,1,0.320547581,1,0.0641,0.995,0.915,0.0805,0.313,0.335365685,1
97,1,0.343,0.0252,1,0.316480595,1,0.0488,0.993,0.932,0.0454,0.0395,0.310663141,1
98,1,0.308,0.00605,1,0.099813929,1,0.0486,0.995,0.929,0.0869,0.0739,0.305647748,1
99,1,0.575,0.634,1,0.583519405,1,0.0487,0.941,0.849,0.0919,0.904,0.887479546,1
100,1,0.4,0.312,0,0.572647528,1,0.157,0.973,0.28,0.25,0.44,0.352283968,1
101,2,0.529,0.813,1,0.887878788,1,0.0327,0.00823,0,0.359,0.79,0.712176542,1
102,2,0.582,0.86,1,0.925757576,1,0.0389,0.048,0,0.169,0.79,0.685560291,1
103,2,0.45,0.9,1,0.963184476,1,0.0894,0.0317,0,0.203,0.567,0.832208529,1
104,2,0.486,0.443,1,0.854013822,1,0.034,0.611,2.46E-06,0.0981,0.215,0.578545212,1
105,2,0.484,0.903,1,0.930861244,0,0.0882,0.0649,0,0.151,0.716,0.785581554,1
106,2,0.433,0.928,1,0.89851143,0,0.0512,0.0135,2.01E-06,0.32,0.552,0.720820583,1
107,2,0.588,0.813,1,0.880914407,1,0.0391,0.141,0,0.116,0.648,0.374656781,1
108,2,0.585,0.55,1,0.839367358,1,0.0255,0.408,3.97E-05,0.115,0.839,0.361367145,1
109,2,0.565,0.805,0,0.91605529,1,0.0489,0.0808,0,0.173,0.869,0.351493524,1
110,2,0.649,0.368,1,0.758825093,1,0.109,0.478,0.0002,0.257,0.191,0.339946564,1
111,2,0.465,0.8,0,0.878335991,1,0.037,0.0132,0,0.0975,0.773,0.438192794,1
112,2,0.543,0.744,1,0.89072302,1,0.0273,0.0124,0,0.315,0.38,0.430024869,1
113,2,0.562,0.683,1,0.916852738,1,0.0296,0.00531,0,0.107,0.385,0.610181479,1
114,2,0.475,0.507,1,0.883918129,1,0.0403,0.173,0.000523,0.0723,0.303,0.664731388,1
115,2,0.673,0.827,1,0.950478469,0,0.0389,0.00661,0,0.18,0.947,0.582770161,1
116,2,0.499,0.643,1,0.89056353,1,0.0354,0.307,0,0.106,0.469,0.433611915,1
117,2,0.569,0.389,1,0.863476874,1,0.0283,0.532,9.65E-06,0.137,0.197,0.589292483,1
118,2,0.653,0.861,0,0.894098884,1,0.0388,0.0734,0,0.114,0.354,0.471266652,1
119,2,0.621,0.791,1,0.945667198,1,0.0265,0.0361,0,0.143,0.734,0.439482467,1
120,2,0.669,0.559,1,0.901541733,1,0.0251,0.0805,0,0.0703,0.491,0.439140403,1
121,2,0.736,0.423,1,0.850212653,1,0.0428,0.398,0,0.108,0.346,0.43876136,1
122,2,0.503,0.536,1,0.842371079,1,0.0259,0.642,0.00143,0.111,0.21,0.420488689,1
123,2,0.739,0.682,1,0.93543328,1,0.205,0.129,0,0.328,0.634,0.610089029,1
124,2,0.615,0.755,1,0.920919724,1,0.0398,0.0261,0,0.076,0.853,0.762945261,1
125,2,0.593,0.745,1,0.918367889,1,0.0574,0.19,0,0.227,0.849,0.785595422,1
126,2,0.711,0.774,1,0.926395534,1,0.0308,0.0317,0,0.124,0.939,0.513169451,1
127,2,0.539,0.597,1,0.894976077,1,0.0269,0.307,4.19E-06,0.112,0.245,0.785341185,1
128,2,0.726,0.856,1,0.959914939,1,0.035,0.0342,4.60E-06,0.302,0.962,0.527064632,1
129,2,0.66,0.83,1,0.898989899,1,0.029,0.292,0,0.141,0.856,0.564307968,1
130,2,0.662,0.596,1,0.855555556,1,0.0385,0.217,0,0.147,0.625,0.466944632,1
131,2,0.467,0.854,1,0.940696438,1,0.0392,0.0137,0,0.203,0.466,0.767863581,1
132,2,0.634,0.808,1,0.925013291,1,0.0517,0.192,0,0.0898,0.937,0.379117476,1
133,2,0.496,0.506,0,0.802604997,1,0.0284,0.00315,1.93E-05,0.277,0.347,0.655809998,1
134,2,0.612,0.57,1,0.857974482,0,0.0347,0.279,0,0.0963,0.335,0.355949596,1
135,2,0.676,0.79,1,0.853322701,0,0.0296,0.024,0.031,0.186,0.897,0.56252369,1
136,2,0.442,0.335,1,0.561669325,0,0.0979,0.907,0.132,0.273,0.394,0.81989886,1
137,2,0.561,0.636,1,0.849973418,1,0.0268,0.0345,0.00253,0.111,0.325,0.378992669,1
138,2,0.609,0.68,1,0.866640085,1,0.0348,0.0886,0,0.108,0.561,0.647207559,1
139,2,0.75,0.835,1,0.905661882,1,0.0311,0.397,0,0.0414,0.924,0.647281518,1
140,2,0.602,0.805,1,0.872939926,1,0.0473,0.0997,0,0.172,0.322,0.42712195,1
141,2,0.492,0.594,1,0.844790005,1,0.0449,0.00709,0,0.116,0.314,0.683581869,1
142,2,0.707,0.632,1,0.847634237,1,0.0789,0.103,1.09E-05,0.0841,0.372,0.448565644,1
143,2,0.554,0.641,1,0.836682616,1,0.0246,0.083,1.54E-06,0.133,0.541,0.693289081,1
144,2,0.621,0.477,0,0.894072302,1,0.0334,0.202,0,0.215,0.481,0.378932576,1
145,2,0.491,0.907,1,0.938995215,1,0.0481,0.0491,0,0.242,0.631,0.924232899,1
146,2,0.447,0.429,1,0.838888889,1,0.028,0.718,0.0163,0.105,0.074,0.538616214,1
147,2,0.712,0.649,1,0.863397129,1,0.0302,0.0214,0.00241,0.11,0.457,0.480751985,1
148,2,0.683,0.796,1,0.923444976,1,0.0285,0.111,0,0.197,0.531,0.416166668,1
149,2,0.618,0.881,1,0.907469431,1,0.0419,0.0874,8.91E-06,0.0899,0.89,0.577699298,1
150,2,0.51,0.947,0,0.988118022,1,0.0445,0.0108,0,0.153,0.749,0.739573992,1
151,3,0.687,0.792,1,0.961456672,1,0.0452,0.191,0,0.167,0.671,0.462317528,1
152,3,0.784,0.951,1,0.82400319,1,0.052,0.00403,0.852,0.0324,0.808,0.573141531,1
153,3,0.563,0.741,1,0.897607656,1,0.0419,0.0927,0,0.142,0.438,0.591686929,1
154,3,0.715,0.635,1,0.859330144,1,0.0791,0.127,0,0.0862,0.39,0.521818115,1
155,3,0.547,0.672,0,0.899122807,1,0.0436,0.306,0,0.068,0.564,0.461998576,1
156,3,0.592,0.873,1,0.884343434,1,0.0275,0.0715,0.00982,0.142,0.516,0.563993639,1
157,3,0.68,0.84,1,0.89287613,0,0.0421,0.0525,0.00194,0.161,0.39,0.582539037,1
158,3,0.448,0.911,1,0.952259436,1,0.0408,0.0214,0,0.059,0.255,0.587642257,1
159,3,0.582,0.757,0,0.92913344,1,0.0399,0.16,0,0.187,0.516,0.481223479,1
160,3,0.533,0.807,1,0.93891547,1,0.0457,0.097,0,0.0608,0.369,0.5779258,1
161,3,0.529,0.612,1,0.800770867,1,0.052,0.253,0,0.246,0.434,0.551332662,1
162,3,0.7,0.904,1,0.927405635,1,0.0431,0.0531,8.03E-06,0.105,0.347,0.476295913,1
163,3,0.466,0.612,1,0.905475811,0,0.0307,0.0655,4.07E-06,0.132,0.236,0.592204647,1
164,3,0.633,0.918,1,0.816347687,0,0.0454,0.0334,0.867,0.364,0.786,0.600876423,1
165,3,0.566,0.909,1,0.840988836,0,0.054,0.004,0.0932,0.156,0.382,0.587226234,1
166,3,0.651,0.693,1,0.909011164,1,0.0375,0.458,0,0.335,0.392,0.549936672,1
167,3,0.562,0.882,1,0.918740032,0,0.0604,0.0034,0.123,0.55,0.694,0.582363383,1
168,3,0.937,0.632,1,0.816135035,0,0.3,0.0349,0.000742,0.108,0.57,0.591774756,1
169,3,0.693,0.678,1,0.844231792,1,0.0324,0.0154,6.05E-06,0.101,0.404,0.480516239,1
170,3,0.498,0.494,0,0.704385965,1,0.0343,0.0118,0.00108,0.166,0.12,0.623956475,1
171,3,0.637,0.812,1,0.919856459,0,0.0553,0.00927,0,0.463,0.593,0.568685459,1
172,3,0.654,0.795,0,0.917065391,1,0.0536,0.178,0,0.19,0.465,0.554785656,1
173,3,0.722,0.856,1,0.864619883,0,0.0338,0.0305,0.0597,0.231,0.826,0.563891945,1
174,3,0.58,0.804,1,0.911775651,1,0.0279,0.0304,0.00359,0.105,0.137,0.582455832,1
175,3,0.72,0.842,1,0.855156831,0,0.143,0.0503,0.0342,0.406,0.425,0.582423475,1
176,3,0.683,0.785,1,0.904837852,1,0.037,0.0643,1.34E-05,0.177,0.581,0.568551407,1
177,3,0.926,0.951,1,0.887506645,0,0.0924,0.00232,0.452,0.313,0.918,0.573127664,1
178,3,0.595,0.954,1,0.827565125,0,0.0473,0.00164,0.744,0.426,0.171,0.568639234,1
179,3,0.47,0.905,1,0.959250399,0,0.0645,0.0125,2.01E-06,0.514,0.0549,0.587411133,1
180,3,0.624,0.758,1,0.87400319,1,0.0413,0.153,1.61E-05,0.104,0.413,0.564030619,1
181,3,0.294,0.505,1,0.819059011,1,0.042,0.12,0,0.0977,0.357,0.394445626,1
182,3,0.503,0.754,1,0.937931951,1,0.0424,0.264,5.85E-05,0.297,0.597,0.538630081,1
183,3,0.818,0.823,1,0.939819245,0,0.2,0.0663,1.17E-05,0.133,0.52,0.592306341,1
184,3,0.497,0.792,1,0.860712387,1,0.0291,0.0555,0.506,0.0946,0.224,0.578119944,1
185,3,0.438,0.767,1,0.919298246,1,0.0422,0.0173,0,0.116,0.244,0.591492784,1
186,3,0.81,0.788,1,0.937161085,1,0.0447,0.267,0.000172,0.196,0.845,0.628615936,1
187,3,0.565,0.674,1,0.872434875,0,0.0463,0.0248,8.68E-06,0.105,0.254,0.587267836,1
188,3,0.624,0.767,1,0.932881446,1,0.0417,0.00763,0.000506,0.215,0.235,0.591525142,1
189,3,0.531,0.733,1,0.843726741,1,0.0357,0.00679,0,0.0862,0.417,0.564164671,1
190,3,0.641,0.782,1,0.841015417,0,0.0623,0.382,0.000558,0.126,0.596,0.573229358,1
191,3,0.743,0.864,1,0.927060074,0,0.0539,0.101,0.000285,0.111,0.528,0.573233981,1
192,3,0.849,0.756,1,0.842450824,1,0.0985,0.513,0,0.259,0.701,0.485272773,1
193,3,0.596,0.962,1,0.968022329,1,0.0571,0.0147,0.103,0.247,0.325,0.582853366,1
194,3,0.629,0.539,1,0.848298777,0,0.063,0.166,0,0.189,0.316,0.507941424,1
195,3,0.812,0.635,1,0.740776183,1,0.0753,1.81E-05,0.936,0.126,0.811,0.56386421,1
196,3,0.764,0.868,1,0.820972887,0,0.136,0.00725,0.000682,0.0946,0.337,0.582589884,1
197,3,0.54,0.961,1,0.939181287,0,0.0645,0.0123,0.796,0.0913,0.648,0.562389638,1
198,3,0.355,0.746,1,0.892530569,0,0.0479,0.0387,0.055,0.0552,0.361,0.694421589,1
199,3,0.726,0.747,1,0.737533227,1,0.0383,0.0301,0.756,0.339,0.495,0.582368005,1
200,3,0.587,0.648,1,0.850398724,0,0.0439,0.0561,0,0.115,0.281,0.665766824,1
201,4,0.642,0.764,1,0.855342903,0,0.0457,0.1,0.32,0.0731,0.704,0.484829014,1
202,4,0.731,0.743,1,0.721318448,0,0.0506,0.0696,0.0045,0.0796,0.97,0.407004909,1
203,4,0.684,0.882,1,0.785911749,1,0.118,0.152,0.0225,0.313,0.758,0.416712121,1
204,4,0.782,0.922,1,0.927458799,0,0.0497,0.00655,0.0118,0.0728,0.761,0.480812078,1
205,4,0.745,0.84,0,0.858479532,1,0.0692,0.0654,0.104,0.0446,0.9,0.573109174,1
206,4,0.687,0.958,1,0.914965444,1,0.118,0.0561,0.138,0.0886,0.797,0.731627946,1
207,4,0.61,0.752,1,0.899973418,0,0.0389,0.294,0.0755,0.116,0.832,0.416000259,1
208,4,0.55,0.776,0,0.907044125,1,0.236,0.0893,0.000182,0.176,0.932,0.946430057,1
209,4,0.658,0.895,1,0.852711324,0,0.0704,0.0669,0.00312,0.361,0.855,0.572780978,1
210,4,0.775,0.898,1,0.84702286,1,0.0949,0.028,0.000269,0.0646,0.776,0.508412917,1
211,4,0.771,0.807,1,0.868181818,1,0.058,0.0107,0.0135,0.568,0.707,0.453017094,1
212,4,0.849,0.781,0,0.786549708,0,0.0803,0.0946,0.057,0.0681,0.817,0.531627021,1
213,4,0.518,0.877,1,0.884396598,1,0.0458,0.000214,0.072,0.297,0.812,0.429437814,1
214,4,0.392,0.865,1,0.907841574,0,0.104,0.00254,4.25E-05,0.107,0.845,0.870662956,1
215,4,0.698,0.687,0,0.870122275,1,0.0673,0.115,1.48E-06,0.0858,0.8,0.528594673,1
216,4,0.779,0.803,1,0.877511962,0,0.0393,0.361,0.000697,0.0371,0.973,0.517944475,1
217,4,0.679,0.947,1,0.935991494,1,0.0809,0.67,9.69E-06,0.199,0.864,0.507775015,1
218,4,0.698,0.906,1,0.750425306,0,0.04,0.581,0.812,0.114,0.882,0.499228046,1
219,4,0.728,0.694,1,0.865257842,1,0.0404,0.0556,9.29E-05,0.135,0.688,0.41622676,1
220,4,0.629,0.734,1,0.823152578,1,0.0443,0.00906,1.80E-05,0.135,0.631,0.694065658,1
221,4,0.814,0.682,1,0.851382243,0,0.0559,0.0283,0.000789,0.159,0.914,0.571902706,1
222,4,0.777,0.908,1,0.895188729,1,0.172,0.0904,0,0.224,0.674,0.466584078,1
223,4,0.703,0.914,1,0.862945242,1,0.0755,0.0439,0.00123,0.161,0.843,0.50381817,1
224,4,0.637,0.884,1,0.849521531,1,0.0664,0.0318,3.44E-06,0.0677,0.527,0.563600729,1
225,4,0.811,0.792,1,0.809197236,1,0.0537,0.0363,0.0517,0.342,0.94,0.495784297,1
226,4,0.817,0.795,1,0.872169059,0,0.0546,0.0449,0.0119,0.0195,0.855,0.499093994,1
227,4,0.606,0.957,1,0.884449761,0,0.18,0.113,0.0704,0.0418,0.554,0.457819853,1
228,4,0.73,0.674,1,0.740829346,1,0.0526,0.00442,1.48E-06,0.0885,0.847,0.495775052,1
229,4,0.888,0.531,1,0.817145136,0,0.317,0.267,0.000334,0.00535,0.856,0.693612655,1
230,4,0.874,0.445,1,0.772807018,0,0.067,0.0496,0.00203,0.118,0.616,0.509036952,1
231,4,0.697,0.818,1,0.775890484,0,0.0467,0.0045,0.85,0.16,0.739,0.611032015,1
232,4,0.829,0.861,0,0.883758639,1,0.0797,0.134,0.00566,0.0908,0.727,0.574116875,1
